Time	Mek1-PP	Erk2	Mos	Erk2-P	Erk2-PP	Mos-P	Mek1	Mek1-P
80	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
81	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
82	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
83	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
84	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
85	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
86	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
87	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
88	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
89	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
90	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
91	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
92	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
93	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
94	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
95	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
96	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
97	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
98	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
99	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
100	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
101	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
102	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
103	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
104	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
105	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
106	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
107	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
108	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
109	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
110	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
111	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
112	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
113	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
114	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
115	0.00015081	1.00813e-05	8.93719e-11	1.91936e-11	11.7007	3.39496e-06	0.00468355	1.38976e-16
