[monophosphorylated PER]_0	[total PER]_0	[PER mRNA]_0	[nuclear PER]_0	[EmptySet]_0	[unphosphorylated PER]_0	[biphosphorylated PER]_0	(degradation of PER).Kd	(degradation of PER mRNA).Vm	(first phosphorylation of PER).K1	(removal of the first PER phosphate).V2	(transcription of PER).KI	(transcription of PER).Vs	(removal of the second PER phosphate).V4	(second phosphorylation of PER).V3	(transcription of PER).n	(removal of the second PER phosphate).K4	(removal of the first PER phosphate).K2	(translocation of PER to the cytoplasm).k2	(first phosphorylation of PER).V1	(translation of PER).ks	(second phosphorylation of PER).K3	(translocation of PER to the nucleus).k1	(degradation of PER).Vd	(degradation of PER mRNA).Km	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
1.23473e-006	1.42823	1.11833e-005	1.27304	0	0.00551068	0.149672	31250.9	0.10581	0.0119372	5.3756e-005	103257	3.99415e-005	4624.18	0.00643061	0.000169139	0.000848932	1e-006	0.000987307	3.22989e-005	0.570282	70.7185	3.98914	0.0388777	0.0258968	2.91118e-006
1e-006	2.036	0.00521758	1.95502	0	0.000414123	0.0805701	1.45347e-006	13110.2	0.0189283	0.461586	1.58666e-005	1.22587	0.000259337	0.208627	9.3055e-005	0.000716329	0.061943	0.00506472	0.00124961	1.6372e-005	0.0347104	132148	0.033684	0.0291405	3.86583e-006
0.00351019	2.08365	0.00871978	1.95102	0	4.13345e-006	0.129113	2.25515e-006	3.85709e-005	0.00174979	1966.65	133.096	0.000321741	0.000186111	0.0147418	0.00191019	681265	0.348181	0.00242584	7.1556	0.177715	0.000138467	22.9891	0.0284426	0.042591	3.68251e-006
0.00583127	1.40013	0.0128943	1.23482	0	0.000735058	0.158753	0.0584117	38076.6	0.46333	1827.26	141.209	0.000505073	0.000121702	210855	0.00182147	0.000329098	0.00595791	0.00968513	782102	0.161871	0.000449001	2619.91	0.0224735	0.0371892	3.74222e-006
0.0479752	2.59646	7.75862e-006	1.36756	0	1.17451	0.0064114	0.000430086	13.254	453074	924.71	0.0010608	0.000370773	0.000140061	2.53181e-006	0.00196522	856811	0.00984875	3.27345e-005	19304.3	7.44068e-006	0.0643347	20471	0.0220187	330.039	2.92786e-006
0.00303611	2.45544	0.076281	0.00102006	0	0.0190322	2.43235	0.0195876	196517	1.09912	21.679	0.00127992	76.146	72.6155	1.44964e-006	31.2539	370.563	0.0117953	0.00689548	0.000649962	0.00479935	0.00630988	0.00618118	0.202479	0.000392512	3.69377e-006
0.00171894	0.010343	4.46458e-006	0.00146208	0	0.00713424	2.77169e-005	62583.7	937.806	2.8457e-006	0.112435	2.78619	0.0275666	0.486328	404.927	0.000476149	502599	2.28843	16756.3	803.331	0.00493598	138803	0.224931	1.97246e-006	27419.3	3.17366e-006
1.27208	1.44182	3.57243e-006	0.00144533	0	0.0071233	0.161174	49503.9	1009.1	2035.98	41.0317	129.968	0.0228795	11430.3	37413.9	0.000136276	789551	0.00592203	0.105505	163061	0.00460095	117254	0.594123	0.000451556	20.9371	2.87682e-006
0.0654262	1.34727	2.24335e-006	9.19132e-006	0	1.03486	0.246978	109931	301038	63550.1	0.000332574	13482.6	1.7797e-005	1.91524	0.00264317	0.000918409	1258.36	4.13334e-006	138.943	11737.2	130.503	73283	504063	10.2534	10.3994	3.39174e-006
8.23874e-005	1.55107	0.000247149	6.55877e-006	0	1.23853	0.312451	244.158	689.204	161.715	54810.4	2.38085e-005	6.53359e-005	2.09123e-006	0.00396984	2.63673e-006	80.7607	1.90309e-006	0.000146657	44854.4	0.00713345	1.73809e-005	24266.3	104.283	24.2233	3.08342e-006
0.0467167	2.35991	1.9032e-006	0.898103	0	1.41505	4.32943e-005	117738	0.00123936	137.723	0.000585355	3.18931	2.25652e-005	2.3824e-005	2.96872e-006	0.00127981	33.1299	38.3146	0.00301416	0.000387004	1.72257e-005	5.48233e-006	1567.4	125.654	13.7209	2.67072e-006
0.0658406	2.10909	3.32308e-006	4.13479e-006	0	1.60361	0.439643	79.9708	341.131	10.7297	1.97899e-005	18.0219	47.5922	3182.24	10167.7	0.463463	26627.8	3.8534e-005	0.00281711	0.000384895	1.50353e-005	0.00464333	1274.55	2410.5	12.6731	2.34741e-006
0.0550569	0.144946	3.82793e-006	3.07308e-006	0	7.43812e-006	0.0898783	71.7242	0.106844	85057.6	38828.4	0.131134	0.115508	27899.1	4520.83	0.000106485	1360.83	11712.9	192.057	0.000162463	9.40239e-006	0.00539313	66637	4280.38	12.4825	1.81469e-005
0.0542203	1.53574	4.12588e-006	2.44089e-006	0	1.40131	0.0802073	235.99	6.84563e-005	7.11031e-006	38835.7	0.147388	0.0075077	1.64528e-005	0.0565777	1.49528e-006	979.188	4.29177e-005	0.000183989	3473.44	0.000390465	0.00172881	0.337255	0.00226793	80.9019	2.98335e-006
0.0649756	1.70148	4.76812e-006	9.83156e-006	0	1.54333	0.0931603	3.10286	45606.3	171.23	12.6884	23031.3	0.00593667	8.81212e-006	0.0654017	0.000247471	9.26204e-005	5.24641e-005	1542.66	30322.3	0.000197837	0.00367006	2573.83	5.29895e-005	495742	2.81099e-006
0.0683616	1.47646	3.11962e-006	5.57468e-006	0	1.31657	0.0915179	1.88369	0.00133591	0.000861239	1033.41	29200	0.00484206	7.24082e-006	10.3991	0.000204454	1014.8	9.63589e-005	1314.3	28090.3	0.000205465	0.00364617	2666.27	7.50838e-005	386845	2.39042e-006
0.045345	1.69242	3.11182e-006	1.20305e-005	0	1.64706	1.84824e-006	3.1672	4828.46	81674.8	7.11232	16923.6	0.00499583	1.87858	0.0323094	5.31627e-006	1368.46	5.55076e-005	1547.21	44806.9	0.00017982	9.31251e-005	6285.96	6.90809e-005	1.81e-006	2.71333e-006
5.64794e-006	1.23461	0.913869	0.231076	0	0.0055323	0.997998	624.026	10873	4917.67	641.929	28146.2	0.00044058	15.1535	0.099753	2.31987e-006	0.222713	1230.93	38130	2766.26	0.00261197	20.9777	4466.03	4.0655	0.175305	3.00239e-006
3.99627e-006	1.15409	0.851666	0.248495	0	0.00774788	0.897839	1084.93	2.84699e-005	1.61658	2.91308e-006	69.7313	0.000401347	3.14882e-005	0.10309	3.78718e-006	0.217934	2119.71	30112.8	2773.97	0.00300476	33.31	1848.77	3.55946	0.194291	2.41496e-006
4.56363e-006	1.1378	0.709813	0.277013	0	0.00645285	0.854326	7367.12	5.39273e-006	378085	14863.4	24238.1	0.00054607	4.5047e-005	0.0891384	3.24366e-006	3.17024e-006	754.976	0.000844772	7175.48	0.0021824	8.07702	0.0379903	0.00467723	3.36583e-006	2.45048e-006
0.757512	1.66554	1.04783	0.220523	0	0.0325004	0.655006	141.123	6.76902e-006	0.44094	1.60951	690206	5.50503e-006	0.000146186	7.61475e-005	3.50706e-005	0.701577	1.51748e-006	0.000274125	0.0191047	9.97181e-005	49508.5	2.12686	1.87328e-005	4.33276e-005	2.29983e-006
0.943355	1.7202	0.760122	0.194996	0	0.0400148	0.541837	12165.6	4.86897e-006	0.270806	1.56386	1e+006	5.95772e-006	0.00016473	6.07543e-005	5.02697e-005	0.673263	1.78359e-006	0.000280288	4.45287e-005	7.78933e-005	17.1816	0.000611754	1.70215e-005	3.21155e-006	2.07454e-006
0.0787098	1.18484	1.27088	0.138045	0	0.00762249	0.960462	0.0123926	0.0135549	10.1446	176.328	137.267	6.37532e-005	0.000126968	7025.19	0.00787964	8.32952	157202	0.109368	425.223	3.67543e-006	0.000602327	535825	2.29407e-005	13511	3.05946e-006
5.50373e-006	0.965853	0.919063	0.106003	0	0.0697964	0.790048	0.000128857	0.0229936	0.216658	1.46749	617438	5.65345e-006	624131	10687.5	0.0131296	4.1445e-005	0.661293	44.0575	3.04784	0.00011191	13.5198	1.45814	0.0132659	0.000713729	3.52822e-006
4.05402e-006	0.726156	0.873649	0.180554	0	0.544538	0.00106011	8.41362e-005	63.7402	0.0967235	1.47937	97919.5	0.00703005	112749	10558.4	0.00883436	2.97945e-005	0.542836	32.0121	6.59293	0.000105661	2.91235e-005	9.1328e-005	0.00681278	127718	3.19868e-006
0.0274874	0.0879892	9.77971e-006	0.0603633	0	0.000128011	1.05209e-005	0.00270054	2163.42	0.000671895	203.234	5394.84	0.0765356	84890.5	6196.42	0.00926551	3.09555e-005	0.472207	959.998	5.22148	8.86268e-005	4.11789e-005	0.000105391	0.00598068	161972	4.01277e-006
0.00665568	0.0877935	0.000172764	0.0705571	0	0.010567	1.37431e-005	8.64221e-005	2069.72	0.000527917	421.733	133755	0.00850636	90693.4	0.40745	0.0072838	3.81299e-005	0.478231	1237.4	117.675	2.13574e-006	3.81039e-005	32517.7	0.399576	142564	4.16678e-006
0.171062	5.84934	0.000138406	0.847789	0	4.83048	1.26279e-005	3.93631	1066.43	8.03145	23.0917	2.00034	4.23906e-005	9.582	0.284102	0.000545997	145.918	0.00650281	11.7468	1609.8	0.0162792	0.000477164	520.656	11.0746	307.167	4.74079e-006
0.186899	1.01856	0.000123823	0.787299	0	0.0443503	1.57596e-005	9.12498	1088.86	8.37166	22.6343	0.000206148	5.61851e-005	1.1617e-006	6.39469	0.000531598	183.293	149.556	11.1231	9.42656e-006	107.076	0.000416016	15790.2	8.43204	301.627	3.16303e-006
1.39172e-005	1.21216	0.661011	3.68562e-006	0	1.21212	1.85719e-005	964.815	338.834	0.242901	133.356	0.0023067	8.41021	858860	1.24164e-006	0.240586	89353.3	3.62453e-006	9.74959e-005	0.000170492	0.0788458	276239	1.50981	426905	2.9102e-005	3.53829e-006
1.07078	1.08699	1.39735e-005	5.09864e-005	0	0.00216903	0.0139868	41.68	98855.5	235.934	194.956	1.88736	0.633522	0.0218337	3.59893	7.74011e-006	35.9825	0.0609165	0.0469938	0.000905584	0.0014936	3.83415e-005	0.000932306	13.1024	1.31379e-005	3.58299e-006
1.29652	1.3195	1.53559e-005	5.5852e-005	0	0.00237099	0.0205538	81.3255	114991	207.309	175.829	0.0440591	0.569747	0.0330338	3.00772	5.83289e-006	68.2232	0.0781685	0.000785079	0.000971236	3883.35	4.80809e-005	0.000749697	11.8758	1.54445e-005	3.55231e-006
1.63931	1.65352	8.35699e-006	4.9143e-005	0	0.00246592	0.0116977	9392.74	197476	287.861	197.732	2.65596	1.09292	0.00613043	1.29521	5.54686e-006	3174.7	63.2075	0.0494514	0.00115589	0.00145008	5.26014e-005	0.000677334	16.4765	1.92748e-005	3.0924e-006
0.301832	1.41742	1.12473e-005	8.7717e-005	0	3.26728e-006	1.1155	76.3821	8.35927	8.07936	0.00849065	18.1193	6.41946e-006	0.000416218	0.00014168	36.9745	0.717017	2.94866	3.2061e-005	1930.6	0.000899843	0.0862497	0.00120056	4.82453e-005	19641.3	2.62788e-006
1.37599	1.71477	9.06111e-006	6.47342e-005	0	0.0244803	0.314232	2223.02	12397.8	4248.86	3.16123e-006	1.84351	1.40486e-006	0.0354426	0.000682967	0.000440659	392389	0.107705	0.00137927	0.00149844	3039	600601	2.14378e-005	0.0397759	0.00465472	3.57357e-006
1.13505	4.1125	1.12944e-005	7.47541e-005	0	2.92926	0.0481214	406.174	84.2327	1.40747e-005	0.00529394	6.21482e-005	54.3101	321.486	0.000722022	2.48248	1.68449	0.0993137	5931.38	3.53934e-006	0.00194274	0.322854	8.47157e-005	0.00430575	0.000467654	7.79933e-006
0.0226554	0.71015	1.24781	0.00356344	0	0.326717	0.357214	9.86963e-006	14798.5	0.000403868	0.00139864	0.000988482	75.8515	0.00572593	3.15839e-005	37.1352	4.49539e-006	12.2904	0.00696712	0.0027704	0.014305	98320.3	0.000442742	0.00204605	0.296741	3.65144e-006
0.0185638	0.597427	1.13856	0.00297655	0	0.230633	0.345254	0.000741152	0.00205709	428380	36.1137	356.784	0.00354875	4.49114e-005	1377.6	0.00073467	0.382303	15.4659	0.00538871	0.0022388	0.00181167	0.436323	12.822	0.00325256	0.274161	2.89499e-006
3.81439e-006	0.438464	0.00017502	0.0167014	0	0.421757	1.9799e-006	61.7715	180.693	0.22169	0.152595	242038	80.6145	0.69289	0.00119936	1.84581	1.0377e-005	151895	3.59889e-005	0.0516517	8.75282e-006	0.0166525	428734	0.00127838	1.36887	3.31126e-006
0.930063	0.969896	2.6671e-005	7.6568e-006	0	0.0398101	1.52758e-005	990070	14395.6	11359.5	85.9087	0.108274	1.35538e-006	4.79644e-005	31.3092	1.65031	252.157	31.3407	3.89376	0.213759	2.57313e-006	0.000153961	460131	0.0371006	3.75539e-005	3.51745e-006
0.979675	1.02127	2.81571e-005	7.07273e-006	0	0.0415844	7.81837e-006	104323	1622.75	226.427	4.6462	1.56931e-006	62.7644	0.0400523	38.008	0.00138911	3.39805	57.1839	3.81895	0.271721	348.889	188.726	0.500472	0.073576	4.14671e-005	3.02046e-006
1.55976	1.64048	3.687e-005	0.0301073	0	0.050594	1.43443e-005	1.81866	0.0020194	144513	1495.99	1.1005e-005	0.00573498	12420.3	12.1573	0.0223656	372206	0.309707	8433.57	1790.77	1.36038e-006	1.05712	446.476	0.00319601	8.51994e-005	3.38614e-006
0.357122	0.48973	1.71376e-005	0.00323394	0	0.129364	1.07503e-005	5.53104	4341.96	922.63	0.000179334	5.68452e-005	23.9117	3.72802e-005	7061.7	29.5971	8.42224	0.576109	396405	0.00227805	3.23793e-006	5.85462	0.0275365	24721.3	98.1427	4.03682e-006
1.16841e-006	0.126044	0.00134189	1.20083e-006	0	0.126035	6.78901e-006	3.53067	2.13731	750.391	10.5759	0.0858139	0.000268033	4.66341	5463.55	0.00019542	0.00052228	0.000857573	273930	5441.36	5.73792	5.77582	228632	599.365	299374	3.48784e-006
0.103813	1.32717	9.21469e-005	0.00112424	0	0.680662	0.541574	3353.93	490.59	49644.1	7.28593	374025	0.00248006	3.57093e-005	0.00205069	6.03814	0.000567951	59.0847	0.0183086	145.941	0.344889	12.3647	40.2345	0.193284	1.03399e-006	2.96636e-006
0.155395	1.99777	8.72175e-005	1.60635	0	0.00428614	0.23174	0.476032	276.467	0.10483	1.66279	304.826	0.0931734	0.0137474	4.37451e-005	4.35039	0.00058302	61.217	0.0151933	207.415	0.443136	0.0488161	36.4639	24.3005	1.10796e-006	3.53337e-006
5.41759e-006	136.699	0.000185663	0.0474224	0	136.567	0.0852236	0.0324069	0.263176	0.00117243	16.4151	126598	1.21814e-006	0.067241	97267.9	0.10228	25.4459	2.36455	0.00258707	0.101472	50.6062	5.48514e-006	2.13028e-006	0.0328575	0.073511	0.00825695
0.00722126	0.0231375	0.00378495	1e-006	0	0.0159138	1.49497e-006	669088	3342.64	1.18393e-005	138727	0.556369	8.89449e-005	7.5421	0.00296091	0.272666	0.000592976	0.00372521	0.00104317	30074.2	0.690302	0.000312007	123229	61135.7	261498	3.58704e-006
1.2799	1.29985	1.75898e-005	1.03929e-006	0	0.0199445	1.16308e-006	976.693	2251.92	7.72469e-006	230.443	2799.78	0.0195033	0.323914	0.00320554	0.359547	0.000325331	0.000225871	0.00103353	1.02905	0.0273962	0.000294739	160230	0.660878	0.0222007	3.54181e-006
1.90061	1.92275	2.95916e-005	1.18556e-006	0	0.0207376	0.001395	12.1173	0.284003	0.00926202	226.179	1751.38	6.71236e-006	0.245308	0.00147935	0.0054969	4.52859	73.3587	8459.21	1.1796	0.0192825	0.000296695	156259	0.6469	3.05098e-005	2.69982e-006
0.866785	1.0187	1.5527e-006	0.132735	0	0.0191773	1e-006	5988.68	0.16388	0.0094795	365.591	0.0445849	0.0694532	42866.8	0.00164745	0.00041692	3.56204	69.1518	0.000627273	0.17935	2.10576e-005	0.0237543	78.6776	872.857	2.28279	3.04005e-006
0.00200735	0.584158	0.0488095	0.497417	0	0.0824817	0.00225188	300693	28489	29.254	0.000188742	1078.5	0.000337878	5.15791e-005	1.55691e-006	0.000127542	2268.2	1.106e-005	0.497478	0.347056	0.00565722	235498	3392.13	0.12375	100.328	3.67671e-006
0.000104844	0.913352	0.0624021	0.830879	0	8.83333e-006	0.0823593	236457	300586	0.00623433	28.5316	12584.2	0.0270488	94.3499	13.6264	0.000655614	910220	24.3354	0.00837669	15620.7	2.90975e-006	6.3017e-006	101968	188281	5.15339	3.61078e-006
1.30035e-005	0.0180447	0.154236	1.60236e-005	0	2.42816e-005	0.0179914	3194.12	24815.9	0.0536143	565599	144.67	1.08741	0.000451699	2003.82	0.106387	833108	1.58872e-005	475.478	697.407	6759.42	34.9047	4.30591e-006	0.000204174	0.000186565	4.46751e-006
0.0174805	0.718225	1.70487	0.700728	0	1.05255e-005	5.37656e-006	2308.38	16422.3	253793	4178.31	165.031	0.00159904	0.000589582	424.23	0.000203821	0.166597	1478.55	7583.05	345.535	23.971	1714.08	5.21904e-006	0.000254539	0.000655638	3.48464e-006
1.48314e-005	0.688541	0.000660066	0.0608684	0	0.627653	5.58317e-006	2596.77	2047.4	4.9681	143544	1.06927e-006	6.7109e-005	11.6612	964378	0.405262	1e+006	0.00957408	30077.5	58279.5	0.358193	168267	23634.4	3.91577e-006	0.000121935	3.39856e-006
0.000494207	0.0736711	0.00055519	0.063289	0	0.000492712	0.00939518	0.262508	8626.89	0.0245098	5.03154e-005	3979.72	9.93115e-005	7.22952e-005	4.73393e-006	0.340065	167774	0.178137	1304.83	70674.1	7487.97	827.008	4.88107e-006	0.000265413	0.00013152	4.43521e-006
0.000579651	0.00281071	0.000663934	0.0012299	0	0.000994771	6.38391e-006	0.00339253	0.00856181	0.0275906	5485.74	2524.48	7.05231e-005	186182	508.098	1.19763e-005	0.000517296	6.85155	8.78997e-005	27.1741	1727.49	0.494847	1.54247e-005	0.000276571	0.000134583	3.87882e-006
9.10557e-005	0.322113	0.00830016	0.0380642	0	0.278594	0.00536381	0.270903	0.0876764	0.044199	5.55459e-005	0.00431224	1e-006	0.0108183	0.00433581	0.000335631	742993	0.00287667	1509	0.129458	0.00129028	36.2035	4.04425e-006	3.78219e-006	6.18482	3.89735e-006
4.77653	4.82416	3.00985	0.00151964	0	0.0460493	6.3588e-005	1.23914	33.2831	0.00103771	2333.03	5.39011e-006	1.80961	0.311648	2038.64	1.57671	58.1053	0.382261	0.000182208	0.628877	3.07172e-006	234.589	9.42284e-005	26338.6	6.24684e-005	9.61833e-006
0.00136782	0.022955	0.00137549	0.021356	0	0.000173802	5.73633e-005	361.437	3189.2	11.0137	18.5024	0.112426	0.426542	44.4122	7987.97	0.0269655	0.296113	311160	1.97349	12297.7	0.000204805	19225.7	456552	0.0166711	23088	3.63955e-006
0.000828727	0.00459577	0.000423743	0.00266726	0	4.89967e-006	0.00109488	0.0105035	36.3682	40.5734	77038.8	4.92657e-005	50.539	3.0056e-005	64438.7	2.80978	0.0967908	0.0186735	0.000148525	26.0406	275461	7124.95	3.97293e-006	4.05419	0.00030671	3.81219e-006
2.44821e-005	0.0918001	0.000458589	0.00154121	0	0.0890705	0.00116392	0.284054	18.6922	30.5855	467081	9.4474e-005	2.68546e-005	7501.8	69127.4	2.08417	0.138063	0.0245004	0.000262027	24.4162	327842	3471.23	0.00510223	0.0105804	0.023159	4.13927e-006
2.09625e-005	0.0774916	0.000470284	0.0013865	0	0.0751237	0.000960397	0.210918	14.4952	26.6732	668137	6.73625e-005	2.56943e-005	9743.3	47613.1	3.98736	0.104476	0.0163556	0.000192759	35.2691	170154	3.11232	24.3885	0.000665174	0.220039	3.52071e-006
1.69632e-005	0.863672	0.000725736	0.00559959	0	0.857873	0.000182234	222.634	746677	0.90765	394.766	7.59897e-005	2.6888e-005	7517.25	8.64864e-005	5.55085	0.0906318	16.7384	0.19513	24.8721	0.000329252	2.83905	22577.3	5.27146e-006	0.185808	3.28208e-006
1.84088e-005	0.590485	0.000737632	0.0025669	0	0.587868	3.14869e-005	182.815	658121	1.10644	4.48308e-006	0.000118447	2.90683e-006	2.622e-005	8.86374e-005	0.00151285	8.85927	5.27351e-005	0.208591	20632.2	0.0101393	0.0076434	25319.6	5.11318e-006	0.0889091	3.6359e-006
2.13738e-005	0.945552	0.00106848	0.0875011	0	0.85506	0.00296965	225.222	1e+006	1.48775	335.835	0.00012171	2.66218e-006	3.45484e-005	7.72507e-005	0.0014639	9.63613	0.894898	0.197503	1.39497	0.0110211	0.00834202	0.00231065	5.23064e-006	0.120347	3.43475e-006
1.42436e-005	1.67946	0.00104154	0.0706365	0	1.60881	2.35942e-006	147.395	667550	1.5236	4.37702e-005	8.87002	0.256605	0.374286	1.43451e-005	190.649	0.0013132	1.42723e-005	2.63599e-006	0.00425755	2888.7	16.0662	103.668	2.9202e-006	5.92244e-005	3.0464e-006
0.000235153	1.68611	0.000736171	0.675314	0	1.00577	0.00478318	545041	63.478	1.06693e-005	1.62813	8.66602	0.000433357	0.000839778	1.21783e-005	0.000394504	0.114972	5.47276e-006	1.89744e-005	1.47812	102.186	0.000844642	0.000452639	2.45366e-006	7.7521e-005	2.81922e-006
0.000180595	1.62462	0.000470904	0.753588	0	0.867487	0.00336225	414519	0.262953	13.5679	0.0242952	5.19866e-005	0.00577463	9.64709	1.20483	0.000663523	0.00116328	7.74068e-006	3.03926e-005	0.00713147	0.00753758	0.000789418	22.4056	60.0928	7.35698e-005	2.83587e-006
0.00020183	1.94083	0.000669244	0.811722	0	1.12319	0.00571037	569547	0.220391	1.6567	0.0236923	353531	0.000838674	6.87801	1.46718	8.03225	0.00074777	9.22234e-006	1.23123e-005	0.00726542	0.00391136	0.000824561	18.2947	3.84098e-006	6.41139e-005	2.75371e-006
0.09531	1.69975	0.000426411	0.982787	0	0.617062	0.00459016	333195	0.0368214	0.119664	1e-006	120846	0.000709284	5.36799	3.33038e-006	6.6161	0.00133779	9.93173e-006	3.65689e-005	4077.98	0.00523832	0.000759968	18.0855	4.49929e-006	7.40756e-006	2.77202e-006
9.69768e-005	100.122	0.000468626	2.01524	0	98.0974	0.00880392	0.00196855	0.000872202	3.25558	32.1	0.015057	0.0760608	375.46	0.0524295	0.00416059	627324	103591	0.033366	0.00190704	1.37518e-006	653381	318.3	2.29041e-005	18.0598	0.00576848
0.000101817	0.218415	0.000466784	0.12186	0	0.0109375	0.0855151	629.951	2176.4	2638.18	35.9697	393928	455.957	18.4907	0.000862541	1.03612e-005	0.00919524	1.41841e-006	3.06907e-006	6838.4	1.69752e-006	1144.43	0.000690449	1202.43	1.66753e-005	4.19656e-006
1.16609	1.16762	9.49471	0.00131235	0	2.40122e-005	0.000188228	0.00163137	293.403	45490.4	27.5829	0.0177383	0.00258735	639.413	2.42339e-005	0.0325933	0.000137135	686221	0.00735823	8140.28	1.84292e-006	708.868	0.000917974	1262.95	53953.9	4.43738e-006
1.16796	1.16833	8.38981	0.000162124	0	1.94603e-005	0.000181813	0.00156696	70970.9	68660	26.4884	0.0190731	0.00276343	655.673	2.66492e-005	0.0331451	0.000157299	563447	0.00646924	0.0187082	0.193903	704.59	0.000713256	1080.94	54152.7	3.27738e-006
1.92328e-005	0.00339719	0.0061016	3.69452e-005	0	0.000187256	0.00315375	7.04547e-005	198.348	0.000497956	0.987836	0.00345782	4.36732e-006	0.430474	0.000115548	0.17695	50.5018	16.7867	0.000336132	0.000208418	0.00106582	0.678164	2449.78	0.000184381	0.237758	4.55322e-006
0.0048426	1.90313	0.887164	2.07951e-006	0	0.245317	1.65297	6.81561e-005	137.581	0.00063306	1.5109	0.00929943	0.520415	0.530656	3604.6	0.000755508	3.88285e-006	182274	3.24046e-006	2.77628	1.40288	1496.36	0.00850758	0.000392715	5.97422e-006	3.32898e-006
0.00379992	1.68755	0.880981	2.23885e-006	0	0.17261	1.51114	4.95052e-005	4441.04	5.40027	0.256592	21.5557	0.555775	0.531681	6.8693e-006	0.000686995	0.000330921	0.00645456	3.42344e-006	2.14397	0.000158713	1477.27	0.00963473	0.000387024	5.64498e-006	2.93939e-006
0.245623	2.06445	0.00420623	0.0672187	0	1.73845	0.0131567	11627.1	148823	3.23733e-005	1.29176e-005	6.69964e-005	0.610523	7.17734e-005	0.00687815	0.000606711	15.3992	0.000132428	2696.37	1.06628e-005	103.959	9.10846	0.000113335	51.0903	0.00118802	3.23837e-006
1.97764	2.0749	0.00323444	0.09683	0	0.000374646	6.06031e-005	9253.17	346.809	0.00760444	6.92653e-006	4.46213e-005	0.369326	0.000160212	16832.9	0.000854899	17.7854	8.41389e-005	0.010935	16.5766	89.5181	6.53626	0.000103193	41.6224	0.000797242	4.24531e-006
1.10054e-006	0.0501706	0.0117659	0.0350685	0	0.000480412	0.0146206	0.00421844	357.128	266.311	0.000201502	152.405	180.359	2.8081e-005	4.25496	0.00111738	0.00102584	431.535	4112.88	0.00514647	200.136	9.68602	6.88788	1.47002e-006	2.33886e-005	3.6855e-006
1.67534e-006	0.0442698	0.0109019	0.0313337	0	0.000250587	0.0126839	0.00518778	378.308	124.806	0.000202587	114.241	234.26	2.57046	28629.1	0.000814053	0.00162369	390.278	1.04478	15.0824	181.479	5.36624	6.38199	1.28836e-006	2.36678e-005	3.5503e-006
2.63403e-006	0.0840629	0.0160657	0.0613241	0	0.00090116	0.021835	0.00676403	287.31	5.1237	31.5849	226.136	225.207	2.36801	24225.8	0.00110858	0.00238627	451.449	2518.61	0.00463679	141.014	7.92922	0.000151318	1.37724e-006	2.27516e-005	3.29501e-006
2.55791e-006	0.076868	0.0154856	0.0623708	0	0.000755614	0.013739	0.00467798	294.332	526.098	0.000219322	166.895	217.395	3.07917	28761.3	0.00105567	0.00156545	422.719	1838.04	0.00397681	183.947	10.6355	8.75057e-005	1.41794e-006	1.98055e-005	3.62314e-006
3.10508e-006	0.859304	0.0127115	0.859292	0	1.74583e-006	6.89421e-006	0.00544717	213.323	1.1669e-005	0.00436568	23.1665	9.85698e-005	32.9199	0.00368494	0.000578812	203.181	0.0416195	89.9669	4821.82	173.366	0.0562821	2020.67	1.41318e-006	2.05841e-005	3.20197e-006
0.183141	1.23745	0.0356446	0.116155	0	7.89809e-005	0.938075	0.00287383	208.88	5.50625	4.33429	79064.3	3.67122e-005	69.6155	2.84288	0.0120528	9492.6	65.574	2.08885	0.000118413	372.003	340.101	763040	1.63804e-006	4.18598e-005	3.39074e-006
0.168214	6.92931	0.0858128	2.9808	0	0.000159159	3.78014	0.398208	132347	584660	0.000750114	0.00105952	0.00107221	2.9529e-005	6.18119e-005	3.06409e-005	0.81735	0.0186425	0.000689366	0.062674	0.0292942	8.10197	0.00024004	6238.18	9.18456	5.29173e-006
8.83588	8.92606	0.00976367	0.0720433	0	5.9252e-006	0.0181246	63.3931	0.0460246	392.16	664648	18.379	0.000808376	0.0370914	0.0644527	132.228	50.8484	160.423	4.70565e-006	3.41695e-005	0.000369097	3.61504	4.61074	3.94841e-006	637196	3.98975e-005
0.000444494	2.49859	0.00197502	1.31998e-006	0	2.49809	5.64351e-005	0.000635776	97.5127	38688.1	858576	0.000647999	0.108523	0.0612575	0.00100261	0.00389562	0.000174056	0.000520442	0.518537	928712	11.239	455.479	341801	205.951	0.00137398	4.42907e-006
0.000359784	0.0105399	0.00226937	0.0100971	0	8.73055e-006	7.43151e-005	2.24531e-006	81.4788	1.75559e-005	9.64943e-005	8.45196e-006	0.100399	0.00107331	39.9041	4.49892	0.391757	0.00051079	0.585971	2.49435e-005	0.000281109	83.4631	86.6788	191.741	1472.5	3.6036e-006
0.000289393	0.000432527	0.00275412	1.11808e-006	0	7.86443e-005	6.33718e-005	0.0343582	28.969	5.53449e-006	80.5297	1.14558e-005	1.74993	366315	0.293695	0.405239	0.261793	110878	3.81516e-006	2.49521e-005	15.2599	424.701	7.31991	0.366495	0.00153291	3.92975e-006
0.000194657	0.000400008	0.00176617	1e-006	0	0.000176834	2.7517e-005	0.815565	11.1532	8.00263e-006	0.0272682	1.35153e-005	1.40053	414856	0.222846	0.458239	0.245263	64468.9	4.0985e-006	3.66063e-005	10.3828	738.632	3.74595	0.470343	0.00185705	3.75117e-006
