Time	[X]	[Y]	[Z]
7.683	7.60834	-14.2742	50.9525
7.684	7.39053	-14.2889	50.6422
7.685	7.17475	-14.3006	50.3362
7.686	6.96102	-14.3094	50.0343
7.687	6.74935	-14.3154	49.7367
7.688	6.53973	-14.3189	49.4432
7.689	6.33218	-14.3199	49.1538
7.69	6.12669	-14.3186	48.8686
7.691	5.92327	-14.3151	48.5874
7.692	5.72192	-14.3097	48.3103
7.693	5.52264	-14.3025	48.0372
7.694	5.32542	-14.2935	47.768
7.695	5.13026	-14.283	47.5028
7.696	4.93715	-14.271	47.2414
7.697	4.74609	-14.2576	46.9839
7.698	4.55707	-14.2431	46.7302
7.699	4.37009	-14.2275	46.4802
7.7	4.18512	-14.2108	46.234
7.701	4.00216	-14.1933	45.9914
7.702	3.82121	-14.1751	45.7524
7.703	3.64223	-14.1561	45.517
7.704	3.46523	-14.1365	45.2852
7.705	3.29019	-14.1165	45.0568
7.706	3.11709	-14.0961	44.8318
7.707	2.94592	-14.0753	44.6102
7.708	2.77666	-14.0544	44.392
7.709	2.6093	-14.0332	44.177
7.71	2.44381	-14.012	43.9653
7.711	2.28018	-13.9908	43.7568
7.712	2.11838	-13.9696	43.5514
7.713	1.95841	-13.9486	43.3492
7.714	1.80024	-13.9278	43.15
7.715	1.64384	-13.9072	42.9538
7.716	1.48921	-13.8869	42.7606
7.717	1.33631	-13.867	42.5704
7.718	1.18513	-13.8476	42.383
7.719	1.03565	-13.8286	42.1985
7.72	0.887842	-13.8102	42.0167
7.721	0.741684	-13.7923	41.8378
7.722	0.597155	-13.7751	41.6616
7.723	0.454233	-13.7585	41.488
7.724	0.312894	-13.7426	41.3172
7.725	0.173115	-13.7275	41.1489
7.726	0.0348735	-13.7132	40.9832
7.727	-0.101854	-13.6997	40.82
7.728	-0.237091	-13.687	40.6594
7.729	-0.37086	-13.6753	40.5013
7.73	-0.503187	-13.6644	40.3455
7.731	-0.634094	-13.6546	40.1922
7.732	-0.763604	-13.6457	40.0413
7.733	-0.891743	-13.6378	39.8927
7.734	-1.01853	-13.6309	39.7465
7.735	-1.144	-13.6252	39.6025
7.736	-1.26816	-13.6204	39.4608
7.737	-1.39105	-13.6168	39.3214
7.738	-1.51269	-13.6144	39.1841
7.739	-1.63309	-13.613	39.0491
7.74	-1.75229	-13.6128	38.9162
7.741	-1.87031	-13.6139	38.7854
7.742	-1.98717	-13.6161	38.6568
7.743	-2.1029	-13.6195	38.5303
7.744	-2.21751	-13.6241	38.4059
7.745	-2.33104	-13.63	38.2835
7.746	-2.4435	-13.6371	38.1631
7.747	-2.55492	-13.6455	38.0448
7.748	-2.66532	-13.6552	37.9285
7.749	-2.77472	-13.6661	37.8142
7.75	-2.88315	-13.6784	37.7018
7.751	-2.99063	-13.6919	37.5914
7.752	-3.09719	-13.7068	37.483
7.753	-3.20283	-13.723	37.3765
7.754	-3.3076	-13.7405	37.2719
7.755	-3.4115	-13.7593	37.1692
7.756	-3.51456	-13.7795	37.0684
7.757	-3.61681	-13.801	36.9695
7.758	-3.71825	-13.8239	36.8725
7.759	-3.81892	-13.8481	36.7773
7.76	-3.91884	-13.8736	36.684
7.761	-4.01803	-13.9006	36.5926
7.762	-4.1165	-13.9288	36.503
7.763	-4.21428	-13.9585	36.4152
7.764	-4.31139	-13.9895	36.3293
7.765	-4.40785	-14.0218	36.2452
7.766	-4.50368	-14.0555	36.1629
7.767	-4.59889	-14.0906	36.0825
7.768	-4.69352	-14.127	36.0039
7.769	-4.78757	-14.1648	35.9271
7.77	-4.88107	-14.204	35.8521
7.771	-4.97403	-14.2444	35.7789
7.772	-5.06648	-14.2863	35.7076
7.773	-5.15844	-14.3295	35.638
7.774	-5.24991	-14.374	35.5703
7.775	-5.34092	-14.4199	35.5044
7.776	-5.4315	-14.4671	35.4403
7.777	-5.52164	-14.5157	35.378
7.778	-5.61138	-14.5656	35.3176
7.779	-5.70073	-14.6168	35.2589
7.78	-5.78971	-14.6693	35.2022
7.781	-5.87833	-14.7231	35.1472
7.782	-5.96661	-14.7782	35.0941
7.783	-6.05457	-14.8347	35.0428
7.784	-6.14222	-14.8924	34.9934
7.785	-6.22958	-14.9514	34.9458
7.786	-6.31666	-15.0117	34.9001
7.787	-6.40348	-15.0732	34.8562
7.788	-6.49006	-15.136	34.8143
7.789	-6.5764	-15.2001	34.7742
7.79	-6.66254	-15.2654	34.736
7.791	-6.74847	-15.3319	34.6997
7.792	-6.83421	-15.3996	34.6654
7.793	-6.91978	-15.4686	34.6329
7.794	-7.00519	-15.5387	34.6024
7.795	-7.09045	-15.6101	34.5738
7.796	-7.17559	-15.6826	34.5471
7.797	-7.2606	-15.7563	34.5225
7.798	-7.3455	-15.8311	34.4998
7.799	-7.43032	-15.9071	34.4791
7.8	-7.51504	-15.9842	34.4603
7.801	-7.5997	-16.0624	34.4436
7.802	-7.6843	-16.1417	34.4289
7.803	-7.76885	-16.2221	34.4163
7.804	-7.85337	-16.3035	34.4057
7.805	-7.93786	-16.386	34.3971
7.806	-8.02233	-16.4695	34.3906
7.807	-8.10681	-16.5541	34.3862
7.808	-8.19128	-16.6396	34.3839
7.809	-8.27578	-16.7262	34.3838
7.81	-8.36029	-16.8137	34.3857
7.811	-8.44485	-16.9021	34.3898
7.812	-8.52944	-16.9915	34.3961
7.813	-8.61409	-17.0818	34.4045
7.814	-8.6988	-17.1729	34.4151
7.815	-8.78358	-17.265	34.428
7.816	-8.86843	-17.3579	34.443
7.817	-8.95337	-17.4516	34.4603
7.818	-9.03839	-17.5461	34.4798
7.819	-9.12352	-17.6413	34.5016
7.82	-9.20875	-17.7374	34.5257
7.821	-9.2941	-17.8341	34.5521
7.822	-9.37955	-17.9316	34.5808
7.823	-9.46514	-18.0297	34.6118
7.824	-9.55085	-18.1285	34.6452
7.825	-9.63669	-18.2279	34.681
7.826	-9.72267	-18.3279	34.7191
7.827	-9.8088	-18.4285	34.7596
7.828	-9.89507	-18.5296	34.8026
7.829	-9.98149	-18.6312	34.8479
7.83	-10.0681	-18.7333	34.8957
7.831	-10.1548	-18.8359	34.946
7.832	-10.2417	-18.9388	34.9987
7.833	-10.3287	-19.0422	35.0539
7.834	-10.416	-19.1459	35.1116
7.835	-10.5033	-19.2499	35.1719
7.836	-10.5909	-19.3541	35.2346
7.837	-10.6786	-19.4587	35.2999
7.838	-10.7665	-19.5634	35.3678
7.839	-10.8545	-19.6683	35.4383
7.84	-10.9428	-19.7733	35.5113
7.841	-11.0312	-19.8784	35.5869
7.842	-11.1197	-19.9836	35.6652
7.843	-11.2084	-20.0887	35.746
7.844	-11.2973	-20.1939	35.8295
7.845	-11.3864	-20.2989	35.9157
7.846	-11.4756	-20.4038	36.0045
7.847	-11.5649	-20.5086	36.0959
7.848	-11.6544	-20.6132	36.1901
7.849	-11.7441	-20.7175	36.2869
7.85	-11.8339	-20.8215	36.3864
7.851	-11.9238	-20.9251	36.4886
7.852	-12.0139	-21.0284	36.5935
7.853	-12.1041	-21.1312	36.7011
7.854	-12.1945	-21.2335	36.8114
7.855	-12.2849	-21.3352	36.9245
7.856	-12.3755	-21.4364	37.0402
7.857	-12.4661	-21.5369	37.1587
7.858	-12.5569	-21.6367	37.2799
7.859	-12.6477	-21.7357	37.4039
7.86	-12.7386	-21.8339	37.5305
7.861	-12.8296	-21.9312	37.6599
7.862	-12.9207	-22.0276	37.792
7.863	-13.0118	-22.123	37.9268
7.864	-13.1029	-22.2174	38.0643
7.865	-13.194	-22.3107	38.2045
7.866	-13.2852	-22.4027	38.3474
7.867	-13.3764	-22.4936	38.4929
7.868	-13.4676	-22.5832	38.6412
7.869	-13.5587	-22.6714	38.7921
7.87	-13.6498	-22.7582	38.9456
7.871	-13.7409	-22.8436	39.1018
7.872	-13.8319	-22.9274	39.2606
7.873	-13.9228	-23.0096	39.422
7.874	-14.0136	-23.0901	39.5859
7.875	-14.1043	-23.169	39.7524
7.876	-14.1949	-23.246	39.9214
7.877	-14.2853	-23.3211	40.093
7.878	-14.3756	-23.3944	40.267
7.879	-14.4657	-23.4656	40.4435
7.88	-14.5556	-23.5348	40.6223
7.881	-14.6453	-23.6019	40.8036
7.882	-14.7347	-23.6667	40.9872
7.883	-14.8239	-23.7293	41.1731
7.884	-14.9128	-23.7896	41.3613
7.885	-15.0014	-23.8475	41.5518
7.886	-15.0897	-23.903	41.7444
7.887	-15.1777	-23.9559	41.9392
7.888	-15.2653	-24.0062	42.1361
7.889	-15.3525	-24.0539	42.335
7.89	-15.4393	-24.0989	42.5359
7.891	-15.5257	-24.1411	42.7388
7.892	-15.6116	-24.1804	42.9436
7.893	-15.6971	-24.2169	43.1503
7.894	-15.782	-24.2503	43.3587
7.895	-15.8664	-24.2808	43.5688
7.896	-15.9503	-24.3081	43.7806
7.897	-16.0336	-24.3323	43.994
7.898	-16.1162	-24.3532	44.2089
7.899	-16.1983	-24.3709	44.4252
7.9	-16.2797	-24.3853	44.643
7.901	-16.3604	-24.3963	44.8621
7.902	-16.4404	-24.4038	45.0823
7.903	-16.5197	-24.4079	45.3038
7.904	-16.5981	-24.4084	45.5263
7.905	-16.6759	-24.4053	45.7498
7.906	-16.7527	-24.3986	45.9742
7.907	-16.8288	-24.3882	46.1995
7.908	-16.9039	-24.3741	46.4255
7.909	-16.9782	-24.3562	46.6521
7.91	-17.0515	-24.3344	46.8793
7.911	-17.1238	-24.3089	47.1069
7.912	-17.1952	-24.2794	47.3349
7.913	-17.2655	-24.246	47.5632
7.914	-17.3348	-24.2087	47.7916
7.915	-17.403	-24.1674	48.0201
7.916	-17.47	-24.1221	48.2486
7.917	-17.536	-24.0727	48.4769
7.918	-17.6008	-24.0193	48.705
7.919	-17.6643	-23.9618	48.9328
7.92	-17.7267	-23.9003	49.1601
7.921	-17.7878	-23.8346	49.3868
7.922	-17.8476	-23.7648	49.6129
7.923	-17.9061	-23.6909	49.8382
7.924	-17.9633	-23.6129	50.0626
7.925	-18.0191	-23.5308	50.286
7.926	-18.0735	-23.4446	50.5083
7.927	-18.1265	-23.3542	50.7293
7.928	-18.1781	-23.2598	50.949
7.929	-18.2282	-23.1612	51.1673
7.93	-18.2767	-23.0586	51.384
7.931	-18.3238	-22.9519	51.5991
7.932	-18.3693	-22.8412	51.8124
7.933	-18.4132	-22.7265	52.0237
7.934	-18.4556	-22.6078	52.2331
7.935	-18.4963	-22.4852	52.4403
7.936	-18.5353	-22.3587	52.6453
7.937	-18.5727	-22.2282	52.848
7.938	-18.6084	-22.094	53.0482
7.939	-18.6424	-21.956	53.2458
7.94	-18.6747	-21.8142	53.4408
7.941	-18.7052	-21.6688	53.633
7.942	-18.734	-21.5198	53.8223
7.943	-18.7609	-21.3672	54.0087
7.944	-18.7861	-21.2111	54.192
7.945	-18.8094	-21.0516	54.3721
7.946	-18.8309	-20.8887	54.5489
7.947	-18.8506	-20.7225	54.7224
7.948	-18.8684	-20.5531	54.8923
7.949	-18.8843	-20.3806	55.0588
7.95	-18.8983	-20.205	55.2216
7.951	-18.9104	-20.0264	55.3807
7.952	-18.9206	-19.845	55.5359
7.953	-18.9289	-19.6607	55.6873
7.954	-18.9352	-19.4737	55.8347
7.955	-18.9396	-19.2842	55.9781
7.956	-18.9421	-19.0921	56.1173
7.957	-18.9426	-18.8976	56.2524
7.958	-18.9412	-18.7008	56.3832
7.959	-18.9378	-18.5017	56.5098
7.96	-18.9325	-18.3006	56.6319
7.961	-18.9252	-18.0974	56.7496
7.962	-18.9159	-17.8924	56.8629
7.963	-18.9047	-17.6855	56.9716
7.964	-18.8915	-17.477	57.0758
7.965	-18.8764	-17.2669	57.1753
7.966	-18.8594	-17.0553	57.2702
7.967	-18.8403	-16.8424	57.3605
7.968	-18.8194	-16.6283	57.446
7.969	-18.7965	-16.413	57.5267
7.97	-18.7717	-16.1967	57.6028
7.971	-18.745	-15.9796	57.674
7.972	-18.7164	-15.7616	57.7404
7.973	-18.6859	-15.5431	57.8021
7.974	-18.6536	-15.3239	57.8589
7.975	-18.6193	-15.1043	57.9109
7.976	-18.5833	-14.8845	57.9581
7.977	-18.5454	-14.6644	58.0004
7.978	-18.5057	-14.4442	58.038
7.979	-18.4642	-14.224	58.0707
7.98	-18.4209	-14.004	58.0987
7.981	-18.3758	-13.7842	58.1219
7.982	-18.329	-13.5648	58.1403
7.983	-18.2805	-13.3458	58.154
7.984	-18.2304	-13.1274	58.163
7.985	-18.1785	-12.9097	58.1673
7.986	-18.125	-12.6927	58.167
7.987	-18.0699	-12.4766	58.1621
7.988	-18.0131	-12.2615	58.1527
7.989	-17.9548	-12.0474	58.1387
7.99	-17.895	-11.8346	58.1202
7.991	-17.8336	-11.6229	58.0973
7.992	-17.7708	-11.4127	58.07
7.993	-17.7065	-11.2039	58.0384
7.994	-17.6407	-10.9966	58.0025
7.995	-17.5736	-10.7909	57.9623
7.996	-17.5051	-10.5869	57.918
7.997	-17.4353	-10.3847	57.8697
7.998	-17.3641	-10.1843	57.8172
7.999	-17.2917	-9.98592	57.7608
8	-17.218	-9.78948	57.7005
8.001	-17.1431	-9.59512	57.6364
8.002	-17.067	-9.40289	57.5684
8.003	-16.9898	-9.21286	57.4968
8.004	-16.9115	-9.02509	57.4215
8.005	-16.8321	-8.83964	57.3427
8.006	-16.7517	-8.65656	57.2604
8.007	-16.6702	-8.47591	57.1747
8.008	-16.5878	-8.29773	57.0856
8.009	-16.5044	-8.12208	56.9933
8.01	-16.4202	-7.94899	56.8978
8.011	-16.335	-7.77852	56.7992
8.012	-16.249	-7.6107	56.6975
8.013	-16.1623	-7.44556	56.593
8.014	-16.0747	-7.28314	56.4855
8.015	-15.9864	-7.12348	56.3752
8.016	-15.8975	-6.96659	56.2623
8.017	-15.8078	-6.81252	56.1467
8.018	-15.7176	-6.66127	56.0285
8.019	-15.6267	-6.51287	55.9079
8.02	-15.5353	-6.36735	55.7848
8.021	-15.4434	-6.22471	55.6594
8.022	-15.351	-6.08497	55.5318
8.023	-15.2581	-5.94814	55.402
8.024	-15.1648	-5.81424	55.2701
8.025	-15.0711	-5.68326	55.1362
8.026	-14.977	-5.55522	55.0004
8.027	-14.8826	-5.43012	54.8627
8.028	-14.788	-5.30795	54.7231
8.029	-14.6931	-5.18872	54.5819
8.03	-14.5979	-5.07242	54.439
8.031	-14.5026	-4.95905	54.2945
8.032	-14.407	-4.8486	54.1485
8.033	-14.3114	-4.74107	54.001
8.034	-14.2156	-4.63644	53.8522
8.035	-14.1198	-4.5347	53.7021
8.036	-14.0239	-4.43584	53.5507
8.037	-13.9281	-4.33985	53.3981
8.038	-13.8322	-4.24671	53.2444
8.039	-13.7364	-4.15639	53.0896
8.04	-13.6406	-4.06889	52.9339
8.041	-13.5449	-3.98418	52.7772
8.042	-13.4494	-3.90225	52.6196
8.043	-13.354	-3.82306	52.4612
8.044	-13.2588	-3.7466	52.302
8.045	-13.1638	-3.67284	52.1422
8.046	-13.069	-3.60176	51.9816
8.047	-12.9744	-3.53333	51.8205
8.048	-12.8802	-3.46752	51.6588
8.049	-12.7862	-3.40431	51.4965
8.05	-12.6925	-3.34367	51.3339
8.051	-12.5992	-3.28557	51.1708
8.052	-12.5063	-3.22998	51.0073
8.053	-12.4137	-3.17687	50.8435
8.054	-12.3215	-3.1262	50.6794
8.055	-12.2298	-3.07796	50.5151
8.056	-12.1385	-3.0321	50.3506
8.057	-12.0477	-2.9886	50.1859
8.058	-11.9573	-2.94742	50.0212
8.059	-11.8675	-2.90853	49.8563
8.06	-11.7782	-2.8719	49.6913
8.061	-11.6894	-2.8375	49.5264
8.062	-11.6011	-2.80528	49.3615
8.063	-11.5135	-2.77523	49.1966
8.064	-11.4264	-2.7473	49.0318
8.065	-11.3399	-2.72146	48.8672
8.066	-11.254	-2.69768	48.7026
8.067	-11.1688	-2.67593	48.5383
8.068	-11.0842	-2.65617	48.3741
8.069	-11.0002	-2.63837	48.2102
8.07	-10.9169	-2.62249	48.0465
8.071	-10.8343	-2.60852	47.8831
8.072	-10.7524	-2.5964	47.7199
8.073	-10.6712	-2.58611	47.5571
8.074	-10.5907	-2.57762	47.3947
8.075	-10.5109	-2.57089	47.2326
8.076	-10.4319	-2.56589	47.0709
8.077	-10.3536	-2.5626	46.9096
8.078	-10.2761	-2.56097	46.7487
8.079	-10.1993	-2.56099	46.5882
8.08	-10.1233	-2.56261	46.4282
8.081	-10.0481	-2.56581	46.2687
8.082	-9.97369	-2.57056	46.1096
8.083	-9.90005	-2.57682	45.9511
8.084	-9.82722	-2.58458	45.793
8.085	-9.7552	-2.59379	45.6355
8.086	-9.684	-2.60444	45.4786
8.087	-9.61361	-2.61649	45.3222
8.088	-9.54406	-2.62992	45.1663
8.089	-9.47533	-2.6447	45.011
8.09	-9.40745	-2.6608	44.8563
8.091	-9.3404	-2.6782	44.7022
8.092	-9.2742	-2.69686	44.5488
8.093	-9.20886	-2.71678	44.3959
8.094	-9.14436	-2.73791	44.2436
8.095	-9.08073	-2.76024	44.092
8.096	-9.01795	-2.78374	43.941
8.097	-8.95604	-2.80839	43.7907
8.098	-8.895	-2.83417	43.641
8.099	-8.83483	-2.86105	43.492
8.1	-8.77553	-2.88901	43.3436
8.101	-8.7171	-2.91804	43.1959
8.102	-8.65955	-2.9481	43.0489
8.103	-8.60287	-2.97918	42.9026
8.104	-8.54707	-3.01126	42.757
8.105	-8.49215	-3.04431	42.612
8.106	-8.43812	-3.07833	42.4678
8.107	-8.38496	-3.11329	42.3242
8.108	-8.33268	-3.14917	42.1814
8.109	-8.28129	-3.18595	42.0393
8.11	-8.23078	-3.22363	41.8979
8.111	-8.18115	-3.26217	41.7572
8.112	-8.1324	-3.30157	41.6172
8.113	-8.08453	-3.34181	41.4779
8.114	-8.03754	-3.38288	41.3394
8.115	-7.99144	-3.42475	41.2016
8.116	-7.94621	-3.46742	41.0645
8.117	-7.90186	-3.51087	40.9282
8.118	-7.85839	-3.55509	40.7926
8.119	-7.81579	-3.60006	40.6577
8.12	-7.77407	-3.64577	40.5236
8.121	-7.73323	-3.69222	40.3902
8.122	-7.69325	-3.73938	40.2576
8.123	-7.65415	-3.78725	40.1257
8.124	-7.61591	-3.83581	39.9945
8.125	-7.57855	-3.88506	39.8642
8.126	-7.54204	-3.93498	39.7345
8.127	-7.5064	-3.98557	39.6056
8.128	-7.47163	-4.03682	39.4775
8.129	-7.43771	-4.08871	39.3501
8.13	-7.40465	-4.14124	39.2235
8.131	-7.37244	-4.1944	39.0977
8.132	-7.34108	-4.24819	38.9726
8.133	-7.31058	-4.30259	38.8483
8.134	-7.28092	-4.3576	38.7247
8.135	-7.25211	-4.41321	38.6019
8.136	-7.22414	-4.46942	38.4799
8.137	-7.19702	-4.52622	38.3587
8.138	-7.17073	-4.5836	38.2382
8.139	-7.14527	-4.64156	38.1185
8.14	-7.12065	-4.70009	37.9996
8.141	-7.09686	-4.75919	37.8814
8.142	-7.0739	-4.81886	37.7641
8.143	-7.05176	-4.87909	37.6475
8.144	-7.03044	-4.93988	37.5317
8.145	-7.00995	-5.00122	37.4167
8.146	-6.99027	-5.06311	37.3025
8.147	-6.9714	-5.12555	37.1891
8.148	-6.95335	-5.18853	37.0764
8.149	-6.93611	-5.25206	36.9646
8.15	-6.91967	-5.31613	36.8536
8.151	-6.90403	-5.38074	36.7434
8.152	-6.8892	-5.44589	36.6339
8.153	-6.87517	-5.51158	36.5253
8.154	-6.86193	-5.5778	36.4175
8.155	-6.84948	-5.64456	36.3105
8.156	-6.83783	-5.71185	36.2044
8.157	-6.82696	-5.77967	36.099
8.158	-6.81688	-5.84804	35.9945
8.159	-6.80759	-5.91693	35.8908
8.16	-6.79907	-5.98637	35.7879
8.161	-6.79133	-6.05634	35.6859
8.162	-6.78437	-6.12685	35.5847
8.163	-6.77818	-6.19789	35.4843
8.164	-6.77276	-6.26948	35.3848
8.165	-6.76811	-6.3416	35.2862
8.166	-6.76423	-6.41427	35.1884
8.167	-6.76111	-6.48748	35.0915
8.168	-6.75876	-6.56124	34.9954
8.169	-6.75716	-6.63555	34.9002
8.17	-6.75633	-6.71041	34.8059
8.171	-6.75624	-6.78583	34.7124
8.172	-6.75692	-6.8618	34.6199
8.173	-6.75834	-6.93833	34.5282
8.174	-6.76052	-7.01542	34.4374
8.175	-6.76344	-7.09307	34.3476
8.176	-6.76711	-7.1713	34.2586
8.177	-6.77152	-7.2501	34.1705
8.178	-6.77668	-7.32947	34.0834
8.179	-6.78258	-7.40942	33.9972
8.18	-6.78921	-7.48995	33.912
8.181	-6.79659	-7.57107	33.8276
8.182	-6.8047	-7.65277	33.7443
8.183	-6.81355	-7.73508	33.6618
8.184	-6.82313	-7.81798	33.5804
8.185	-6.83345	-7.90148	33.4999
8.186	-6.84449	-7.98559	33.4204
8.187	-6.85627	-8.0703	33.3418
8.188	-6.86877	-8.15564	33.2643
8.189	-6.88201	-8.24159	33.1878
8.19	-6.89597	-8.32817	33.1122
8.191	-6.91065	-8.41537	33.0377
8.192	-6.92606	-8.50321	32.9642
8.193	-6.94219	-8.59168	32.8918
8.194	-6.95905	-8.6808	32.8204
8.195	-6.97663	-8.77056	32.7501
8.196	-6.99493	-8.86098	32.6808
8.197	-7.01395	-8.95205	32.6126
8.198	-7.03369	-9.04378	32.5455
8.199	-7.05415	-9.13617	32.4794
8.2	-7.07533	-9.22924	32.4145
8.201	-7.09723	-9.32298	32.3507
8.202	-7.11984	-9.4174	32.2881
8.203	-7.14318	-9.5125	32.2265
8.204	-7.16723	-9.60829	32.1661
8.205	-7.192	-9.70477	32.1069
8.206	-7.21749	-9.80195	32.0489
8.207	-7.24369	-9.89983	31.992
8.208	-7.27061	-9.99842	31.9364
8.209	-7.29825	-10.0977	31.8819
8.21	-7.3266	-10.1977	31.8287
8.211	-7.35567	-10.2985	31.7767
8.212	-7.38545	-10.3999	31.726
8.213	-7.41596	-10.5021	31.6766
8.214	-7.44718	-10.605	31.6284
8.215	-7.47911	-10.7086	31.5815
8.216	-7.51177	-10.813	31.5359
8.217	-7.54514	-10.9181	31.4917
8.218	-7.57923	-11.024	31.4487
8.219	-7.61403	-11.1306	31.4072
8.22	-7.64956	-11.238	31.367
8.221	-7.6858	-11.3461	31.3282
8.222	-7.72276	-11.4549	31.2908
8.223	-7.76045	-11.5646	31.2548
8.224	-7.79885	-11.675	31.2202
8.225	-7.83797	-11.7861	31.1871
8.226	-7.87781	-11.898	31.1555
8.227	-7.91837	-12.0107	31.1254
8.228	-7.95966	-12.1241	31.0967
8.229	-8.00166	-12.2383	31.0696
8.23	-8.04439	-12.3533	31.044
8.231	-8.08784	-12.4691	31.02
8.232	-8.13201	-12.5856	30.9976
8.233	-8.17691	-12.7028	30.9767
8.234	-8.22253	-12.8209	30.9575
8.235	-8.26888	-12.9397	30.9399
8.236	-8.31595	-13.0593	30.924
8.237	-8.36374	-13.1796	30.9097
8.238	-8.41227	-13.3007	30.8972
8.239	-8.46151	-13.4226	30.8863
8.24	-8.51149	-13.5452	30.8772
8.241	-8.56219	-13.6686	30.8699
8.242	-8.61362	-13.7927	30.8643
8.243	-8.66577	-13.9176	30.8606
8.244	-8.71865	-14.0432	30.8587
8.245	-8.77226	-14.1696	30.8586
8.246	-8.8266	-14.2967	30.8604
8.247	-8.88166	-14.4245	30.8641
8.248	-8.93746	-14.553	30.8697
8.249	-8.99397	-14.6823	30.8773
8.25	-9.05122	-14.8122	30.8868
8.251	-9.10919	-14.9429	30.8983
8.252	-9.16789	-15.0742	30.9119
8.253	-9.22732	-15.2063	30.9275
8.254	-9.28747	-15.339	30.9451
8.255	-9.34835	-15.4723	30.9648
8.256	-9.40995	-15.6063	30.9867
8.257	-9.47228	-15.741	31.0106
8.258	-9.53533	-15.8762	31.0368
8.259	-9.59909	-16.0121	31.0651
8.26	-9.66358	-16.1486	31.0957
8.261	-9.72879	-16.2857	31.1285
8.262	-9.79472	-16.4233	31.1635
8.263	-9.86136	-16.5615	31.2009
8.264	-9.92872	-16.7002	31.2406
8.265	-9.99679	-16.8394	31.2826
8.266	-10.0656	-16.9791	31.327
8.267	-10.1351	-17.1193	31.3738
8.268	-10.2053	-17.26	31.423
8.269	-10.2762	-17.4011	31.4747
8.27	-10.3478	-17.5426	31.5289
8.271	-10.4201	-17.6846	31.5855
8.272	-10.493	-17.8268	31.6447
8.273	-10.5667	-17.9695	31.7065
8.274	-10.6411	-18.1124	31.7709
8.275	-10.7162	-18.2556	31.8378
8.276	-10.7919	-18.3991	31.9074
8.277	-10.8683	-18.5429	31.9797
8.278	-10.9454	-18.6868	32.0546
8.279	-11.0231	-18.8309	32.1323
8.28	-11.1015	-18.9751	32.2127
8.281	-11.1806	-19.1195	32.2959
8.282	-11.2603	-19.2639	32.3819
8.283	-11.3407	-19.4083	32.4707
8.284	-11.4217	-19.5528	32.5624
8.285	-11.5033	-19.6972	32.6569
8.286	-11.5855	-19.8415	32.7543
8.287	-11.6684	-19.9857	32.8546
8.288	-11.7519	-20.1298	32.9578
8.289	-11.836	-20.2736	33.0641
8.29	-11.9206	-20.4172	33.1732
8.291	-12.0059	-20.5605	33.2854
8.292	-12.0917	-20.7035	33.4007
8.293	-12.1781	-20.8461	33.5189
8.294	-12.2651	-20.9882	33.6402
8.295	-12.3526	-21.1298	33.7646
8.296	-12.4406	-21.2709	33.8921
8.297	-12.5292	-21.4114	34.0228
8.298	-12.6183	-21.5513	34.1565
8.299	-12.7078	-21.6904	34.2934
8.3	-12.7979	-21.8288	34.4334
8.301	-12.8884	-21.9663	34.5767
8.302	-12.9795	-22.103	34.7231
8.303	-13.0709	-22.2387	34.8726
8.304	-13.1628	-22.3734	35.0254
8.305	-13.2551	-22.5071	35.1814
8.306	-13.3478	-22.6396	35.3407
8.307	-13.4409	-22.7709	35.5031
8.308	-13.5344	-22.9009	35.6688
8.309	-13.6283	-23.0296	35.8376
8.31	-13.7225	-23.1569	36.0098
8.311	-13.817	-23.2827	36.1851
8.312	-13.9118	-23.407	36.3637
8.313	-14.0069	-23.5296	36.5455
8.314	-14.1022	-23.6505	36.7305
8.315	-14.1978	-23.7697	36.9187
8.316	-14.2936	-23.887	37.1101
8.317	-14.3897	-24.0023	37.3046
8.318	-14.4859	-24.1157	37.5024
8.319	-14.5823	-24.2269	37.7033
8.32	-14.6788	-24.336	37.9073
8.321	-14.7754	-24.4428	38.1145
8.322	-14.8721	-24.5473	38.3247
8.323	-14.9689	-24.6494	38.538
8.324	-15.0657	-24.7489	38.7543
8.325	-15.1626	-24.8459	38.9737
8.326	-15.2594	-24.9402	39.196
8.327	-15.3562	-25.0317	39.4212
8.328	-15.4529	-25.1204	39.6494
8.329	-15.5495	-25.2061	39.8804
8.33	-15.646	-25.2889	40.1142
8.331	-15.7424	-25.3685	40.3508
8.332	-15.8385	-25.4449	40.5901
8.333	-15.9345	-25.5181	40.8321
8.334	-16.0302	-25.5879	41.0767
8.335	-16.1256	-25.6542	41.3238
8.336	-16.2207	-25.717	41.5735
8.337	-16.3155	-25.7762	41.8255
8.338	-16.41	-25.8317	42.08
8.339	-16.504	-25.8834	42.3367
8.34	-16.5975	-25.9312	42.5956
8.341	-16.6906	-25.975	42.8567
8.342	-16.7832	-26.0149	43.1198
8.343	-16.8752	-26.0505	43.3849
8.344	-16.9667	-26.082	43.6519
8.345	-17.0575	-26.1093	43.9207
8.346	-17.1477	-26.1321	44.1913
8.347	-17.2372	-26.1505	44.4634
8.348	-17.326	-26.1645	44.737
8.349	-17.414	-26.1738	45.0121
8.35	-17.5012	-26.1786	45.2885
8.351	-17.5875	-26.1786	45.5661
8.352	-17.673	-26.1738	45.8448
8.353	-17.7575	-26.1642	46.1245
8.354	-17.8411	-26.1497	46.405
8.355	-17.9237	-26.1302	46.6863
8.356	-18.0052	-26.1058	46.9682
8.357	-18.0857	-26.0763	47.2506
